Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Wilderness_Area,Soil_Type,Cover_Type
1986,38,34,250.9,116.7,3086.1,-2366.2,129,62,2,0,2,3
1883,195,27,-27.6,103.0,729.5,541.7,21,225,42,3,0,6
2360,218,12,21.7,-13.3,-1172.6,-530.6,211,194,10,3,0,6
2598,198,30,267.2,-49.9,-1012.1,-1219.5,97,163,209,3,2,2
2757,337,1,-16.4,-25.0,628.3,1504.5,159,103,103,1,1,5
2648,2,26,198.0,-5.8,-860.9,-43.2,123,19,100,0,6,2
2735,219,39,-125.7,-0.3,1499.5,720.4,220,168,232,2,6,2
2805,353,14,318.6,-53.7,2709.5,319.9,140,197,61,1,5,2
2078,10,20,93.8,-53.1,2086.5,433.1,192,161,28,0,6,2
2880,210,20,396.0,-28.3,-1577.0,-713.7,136,108,95,1,1,2
2815,101,25,355.6,32.2,-1014.4,577.7,32,13,131,2,6,2
2630,1,43,62.1,19.1,3134.8,-397.5,159,20,136,0,3,2
2376,292,7,-37.4,-73.9,1708.0,399.5,67,138,171,2,2,5
2427,177,1,-212.9,-98.2,-225.9,223.7,185,51,76,0,5,2
2465,125,31,-81.0,6.1,32.7,-1761.2,52,181,144,3,5,2
2691,247,37,-238.9,50.0,-2314.8,-807.6,239,72,191,2,4,2
2178,185,14,-355.4,-40.6,-1050.2,-191.9,106,197,206,2,2,2
2539,296,1,-405.2,-7.5,592.4,-448.3,30,23,127,2,2,2
2382,180,7,-14.7,23.8,535.9,936.7,69,56,225,1,3,5
2756,34,19,154.6,-20.4,-1395.0,-1009.5,233,1,231,2,2,6
2613,350,0,-189.2,-98.9,355.7,180.2,54,44,182,1,5,2
2790,278,29,86.2,-13.7,1316.2,-2018.2,132,33,194,1,3,2
2393,95,24,-280.4,121.8,-1412.3,1730.9,121,7,240,1,1,6
2349,15,22,90.0,-142.9,2006.3,-599.2,179,240,129,0,1,2
2997,121,32,6.4,-123.4,-1313.2,-1651.5,133,2,88,3,1,2
1926,137,3,314.3,-93.2,-1439.7,-473.6,224,144,154,0,5,3
2952,223,35,-35.6,52.3,-297.9,260.9,120,19,42,0,6,2
2948,86,13,-3.7,-22.8,-262.4,715.6,14,102,26,2,1,4
1943,201,2,-18.0,0.1,2628.3,-1344.5,78,246,21,2,2,5
2819,132,31,-248.0,-44.4,248.3,-2086.3,168,135,200,1,2,2
2433,307,7,98.3,3.2,1231.7,-318.3,97,157,22,2,5,2
2957,206,28,-397.2,80.8,1983.3,660.1,15,75,69,2,3,2
2281,230,31,-264.8,-44.6,209.3,-1211.2,109,253,189,1,6,2
1842,138,12,-385.7,10.5,478.3,687.7,39,201,99,3,3,3
2248,324,23,259.9,73.1,-908.0,1368.5,13,212,171,0,4,6
2824,200,10,23.1,13.1,-647.3,206.9,186,73,6,2,3,2
2547,296,6,61.2,41.3,-893.6,-1473.8,118,158,150,2,0,4
2131,121,7,-276.2,68.0,-648.2,21.1,95,123,68,0,6,2
2217,23,9,273.8,-8.4,-92.6,-710.1,149,46,235,3,6,2
2463,233,15,-31.2,11.2,-1929.9,1391.7,75,40,81,2,3,2
2443,325,30,-231.4,24.5,129.4,2478.1,137,93,108,1,5,2
2399,273,41,106.7,49.5,128.3,-173.9,81,253,209,2,4,2
2547,322,31,-394.2,41.1,646.9,-28.4,205,131,119,0,6,2
2513,10,17,-279.1,18.7,116.3,162.6,251,15,177,0,4,6
2668,200,16,84.5,4.5,-1463.0,288.7,140,143,118,0,2,2
2793,68,19,145.8,-23.7,2101.8,537.2,244,50,19,0,1,6
3017,259,5,-61.9,57.3,-1384.3,-356.5,64,166,243,3,0,1
2027,181,34,-150.5,-39.1,1406.1,-268.9,176,169,46,3,2,2
2554,311,29,-146.4,60.3,791.6,1756.6,187,50,152,3,5,2
2290,113,43,117.8,-84.9,1679.0,1328.4,50,159,220,0,1,2
2279,101,1,351.2,50.4,-1717.6,631.6,219,227,35,0,2,2
2761,30,11,-119.1,-64.3,-491.2,-736.8,135,64,67,2,4,2
2053,15,11,327.9,19.2,-376.5,614.3,192,142,6,1,0,2
2361,73,22,3.3,6.0,-2475.9,-1085.4,137,169,73,2,0,4
2392,195,0,75.5,-97.2,-501.7,2054.7,49,112,29,3,6,2
2957,255,27,38.9,82.7,3366.4,1220.1,90,168,126,2,4,2
2373,299,3,-308.8,-20.9,2071.9,449.0,130,14,99,1,0,2
2478,330,39,-64.1,-30.0,905.2,1107.1,89,74,120,0,1,2
2283,316,39,-15.0,-52.9,-1471.3,345.3,177,77,118,0,0,2
2284,122,16,244.2,-58.1,-512.6,-1581.4,92,74,0,0,1,2
2252,58,11,229.3,-36.4,645.9,-604.0,134,45,90,2,4,2
2488,153,36,51.8,130.0,2314.3,-48.3,9,130,133,2,5,2
1777,191,30,46.7,-137.5,1130.1,1338.8,18,71,74,2,5,3
2194,76,2,297.4,27.5,-2688.0,816.2,91,54,86,0,1,2
2520,196,22,137.0,-37.6,-697.0,-2641.9,91,147,52,3,6,2
2487,175,33,-85.1,14.2,27.0,1096.0,47,155,89,1,0,2
2519,123,11,-124.4,-3.6,219.3,490.8,60,190,19,0,5,2
2351,83,22,95.4,126.9,-1193.7,-1725.6,15,201,78,0,4,2
2116,210,35,7.6,-42.0,20.6,576.9,72,18,188,2,3,2
2883,57,44,118.5,-97.1,-305.9,285.7,82,200,206,3,6,2
2567,290,13,-54.0,18.2,979.1,-991.9,249,229,13,0,5,6
2192,274,3,115.9,53.6,-1749.6,1419.8,75,205,112,0,1,2
2863,133,26,185.5,38.4,-657.1,381.6,45,78,202,2,2,2
2762,202,23,30.4,32.5,-1374.8,-1342.1,132,102,50,0,3,2
3252,194,33,-65.5,20.4,-1274.8,-335.6,127,43,123,2,6,1
2559,104,41,-157.4,16.8,-1207.6,1044.8,218,146,125,1,6,2
2576,151,27,50.6,-49.5,27.0,-810.2,91,201,16,3,6,2
2709,78,33,593.5,-46.7,-2448.9,767.1,31,201,242,1,0,6
2895,72,31,400.7,-15.4,-2012.7,538.8,176,15,45,1,3,2
2536,317,10,123.7,41.6,-741.6,2808.8,12,40,46,2,4,2
2201,325,34,134.5,-6.8,-2697.7,577.0,251,122,225,0,1,2
2404,160,24,-43.2,-47.2,-81.1,676.4,196,175,88,2,5,2
3276,318,36,435.1,-50.5,-582.9,-925.4,191,121,93,1,0,1
2468,65,0,171.3,-17.0,-626.1,1391.8,250,211,46,2,2,2
3455,306,35,-220.1,26.4,-156.9,732.6,131,120,12,2,5,1
1770,334,14,313.8,68.8,829.6,131.7,75,71,53,2,0,4
2417,260,4,-158.0,2.8,277.4,394.0,157,241,101,3,1,2
2615,115,2,245.9,-14.6,-2555.0,789.7,98,224,62,0,1,2
1992,85,25,-196.4,53.5,-3164.8,-271.0,40,119,140,1,0,3
2436,307,32,-129.7,-28.0,192.3,633.5,90,125,232,1,0,2
2529,177,36,43.2,17.3,-2150.9,45.6,103,113,22,1,6,2
2699,223,16,334.2,2.5,1967.8,444.5,123,73,88,0,3,2
2482,331,39,273.6,95.3,-84.8,-323.3,227,242,55,1,5,6
3071,220,9,97.2,-56.2,-96.5,-932.8,240,49,80,1,6,1
2257,131,7,103.9,49.3,-3152.7,-2251.4,239,142,17,0,5,2
2097,35,3,248.5,0.7,-1249.1,211.5,41,35,21,1,2,2
2776,109,5,445.8,10.0,1094.9,-294.7,209,208,79,2,6,2
2851,218,27,140.4,46.5,-432.7,-646.3,130,201,45,0,5,2
2611,39,12,156.0,43.8,-1601.8,306.4,134,20,4,0,5,2
2238,181,21,182.2,23.5,660.1,-109.9,127,174,85,3,0,2
1810,86,40,-14.1,-20.6,699.9,-1106.8,168,58,240,1,3,3
2651,225,40,-5.4,-19.6,1774.9,1108.7,62,231,193,1,3,2
2645,242,44,4.4,12.5,-992.2,1409.9,99,161,205,3,4,2
3103,109,14,-120.7,108.4,-740.5,-1858.4,236,78,128,0,3,1
1875,39,3,73.3,40.2,159.5,-127.4,195,141,17,0,4,3
2463,14,30,364.2,-25.6,3586.0,-682.8,175,251,65,3,2,2
3548,295,43,-262.9,61.4,693.7,-979.1,235,244,172,0,0,1
2735,66,44,-40.8,-99.7,2448.4,-1979.7,8,14,59,2,1,4
2092,310,26,-94.0,5.6,1794.3,12.8,248,201,181,2,3,2
2995,349,37,-59.0,2.8,4235.3,-829.2,186,116,210,1,1,2
2068,110,6,19.6,1.9,242.8,901.2,226,74,107,3,5,5
2566,256,37,214.0,41.4,1546.7,-1668.5,0,234,15,1,5,6
2791,210,13,194.6,62.8,1008.4,-1600.3,222,137,143,0,0,2
2132,37,7,1.2,24.1,435.1,268.9,145,240,247,0,1,5
1860,144,6,-102.4,-52.1,-2472.9,-1292.1,233,14,168,3,5,3
2115,284,18,-174.0,-90.1,-996.8,-388.6,197,185,158,3,5,2
2969,184,8,-100.2,-25.9,4489.1,1390.5,71,187,12,3,4,2
2648,60,36,-126.5,139.1,-291.9,-353.8,28,84,181,0,5,2
2574,4,19,63.1,9.7,298.3,666.0,194,35,11,2,0,4
1985,95,6,-689.6,-51.0,-2606.2,-1333.3,178,84,118,1,0,3
2896,73,32,-201.3,46.9,-728.1,-619.9,101,180,221,0,5,2
2517,350,43,-317.7,15.2,-383.8,-735.3,71,220,0,0,5,6
2244,197,27,12.4,68.5,2607.7,385.8,64,145,158,1,0,2
2282,342,38,173.0,-41.6,-51.0,601.7,15,129,101,3,4,2
1717,67,5,190.5,69.0,-1023.8,-302.8,74,70,16,2,4,3
2462,260,29,-191.2,18.0,-1333.5,773.7,10,165,6,0,0,2
2262,76,38,58.0,-69.1,-1350.7,779.0,150,253,0,0,0,6
2311,225,32,106.6,-27.5,60.1,1246.2,204,214,163,2,2,2
2831,120,24,-112.1,62.9,-3334.2,-1700.9,38,242,91,2,3,6
3084,287,14,166.5,35.6,589.3,533.8,235,56,210,1,1,1
1924,53,21,98.6,64.0,481.0,1207.1,196,66,46,0,6,3
2692,307,6,-263.1,7.7,2602.6,-219.1,92,146,31,0,6,2
2180,98,35,-255.9,-40.1,-491.0,1138.1,81,145,148,3,0,2
2394,251,16,86.4,-46.0,1355.9,445.8,114,76,130,0,2,2
2381,53,8,-27.8,-16.0,19.3,-109.7,145,98,150,3,0,5
2396,340,7,74.2,17.9,-65.2,-2038.3,68,125,112,0,5,2
2606,58,2,-213.4,58.8,707.7,-1000.8,156,211,126,1,1,2
2540,124,21,30.6,38.2,2746.3,-24.2,181,199,174,3,2,2
2656,169,15,-197.0,28.0,-3365.5,-511.0,10,179,43,3,6,2
1772,104,6,569.4,-56.9,-860.7,987.9,223,212,190,3,0,3
1768,301,20,-374.5,19.9,3938.5,-866.0,186,70,229,3,3,3
2169,321,21,-258.7,-32.6,-1441.9,1995.5,102,109,212,0,0,2
2628,200,19,258.8,-11.2,-2806.3,85.5,180,78,132,1,5,2
2651,77,19,541.2,5.7,-769.8,-928.2,213,29,71,3,1,2
2708,223,8,-238.2,-17.5,-248.3,-579.6,20,199,178,2,1,4
1681,303,6,415.2,16.0,-2063.4,44.9,212,193,244,1,2,3
2348,229,6,374.3,17.8,-778.4,955.3,248,61,84,2,3,2
2943,77,14,139.9,17.8,-774.3,493.7,144,240,242,1,1,2
2485,290,29,40.8,35.4,-1586.0,-1909.1,76,95,167,1,0,2
2701,267,27,-113.4,95.0,1070.6,724.5,214,78,124,2,5,2
2686,353,1,-93.5,40.9,1086.3,-2253.8,105,23,233,1,0,2
2384,127,0,23.0,89.8,-2713.3,-2430.6,132,216,182,2,5,5
2022,13,16,212.7,0.6,-1685.1,457.9,43,252,238,3,2,6
2704,164,27,304.3,-46.7,2709.1,-877.3,232,57,194,2,6,2
2190,285,24,-128.6,-92.7,1100.3,188.8,206,42,190,1,2,2
2730,139,33,40.6,12.7,373.1,-962.7,179,158,174,0,6,2
2724,243,9,-11.8,1.2,-647.7,-869.0,129,145,120,3,0,5
2198,42,9,5.1,56.5,68.2,-1193.2,120,104,93,3,4,5
2784,228,12,-339.5,11.3,533.8,-94.4,25,86,187,1,4,2
2660,109,28,189.8,-84.2,-751.5,1622.1,157,196,208,0,3,2
2423,300,17,133.8,40.5,80.1,1412.7,89,215,60,1,1,2
2322,344,8,-3.3,61.9,-743.2,14.9,46,116,71,1,5,5
2226,106,38,44.7,30.0,2600.1,1591.4,48,22,66,3,0,2
2832,10,22,33.7,-31.2,-988.1,-1985.9,145,244,131,0,4,2
2653,229,36,57.4,-3.7,1449.5,2018.1,138,107,76,2,4,2
2215,199,41,-83.8,10.5,-1502.0,-1879.4,234,120,86,3,5,2
2690,227,23,76.2,-14.8,-1135.9,-570.1,20,221,96,0,4,6
2038,149,25,138.1,-83.8,-1777.6,-926.6,87,21,183,2,6,2
2108,301,2,-106.9,-63.7,-913.9,1774.8,184,116,93,3,5,2
2237,343,28,-252.0,68.4,3353.1,-808.4,192,22,242,0,5,6
2670,41,44,-151.7,-75.0,-1129.1,1397.8,61,113,214,1,3,2
1838,146,8,-257.0,-37.2,578.1,-1075.7,153,123,163,2,1,4
1601,30,11,16.4,38.7,3042.4,-274.9,170,243,173,1,6,3
1691,175,25,-74.3,15.3,202.3,-2329.8,204,152,145,1,1,3
2860,22,28,-245.0,-41.9,143.1,276.2,154,161,240,2,4,2
2970,214,3,62.7,34.0,-1155.9,68.6,156,106,175,1,0,5
2452,265,22,357.3,-109.9,1667.1,-127.3,76,40,167,3,4,2
2514,253,0,396.8,-31.2,-513.5,1704.0,71,191,215,2,6,2
2751,130,1,-284.6,32.9,551.0,63.3,142,107,116,3,3,2
1613,281,21,-211.7,-43.1,834.0,-851.9,166,196,99,3,0,3
2065,106,43,-186.3,-19.6,1058.5,-969.6,36,206,23,1,5,6
2188,290,37,-335.7,79.1,-2084.1,826.4,192,242,63,0,1,2
2534,61,31,86.1,-28.4,729.5,-1345.2,92,130,39,3,2,2
1835,340,12,-36.6,-73.4,309.2,-157.7,32,220,118,3,4,3
3194,121,14,347.4,-84.3,1337.7,2138.1,145,56,71,0,2,1
2041,240,28,221.1,3.3,75.9,-483.1,93,152,44,0,4,2
2096,198,11,45.0,-58.8,-580.4,-607.0,225,253,254,0,4,2
1939,345,14,345.4,-53.9,-1311.1,-166.2,206,242,196,2,2,3
2600,178,10,-177.7,5.0,2003.1,-1657.5,227,41,86,0,0,2
2425,113,2,81.1,71.9,-1999.0,141.2,94,233,169,2,4,2
2995,265,19,320.6,-10.4,259.9,1394.5,227,195,100,3,1,2
2061,100,2,398.8,-17.8,2809.6,-1028.4,51,186,189,0,2,2
2663,271,28,-114.7,-57.2,-1199.7,547.4,23,201,250,1,0,6
3004,169,17,74.6,-53.4,-1051.8,-228.9,132,154,160,1,1,1
2971,176,37,-109.1,-55.1,341.1,374.3,217,39,106,3,0,2
2585,141,1,-364.7,95.2,506.4,778.1,178,68,162,3,4,2
2098,268,11,-183.0,24.0,2443.1,-1839.0,35,212,33,3,2,6
2267,28,43,227.6,-5.4,2293.1,-145.1,210,80,57,2,5,2
2308,275,1,150.2,51.0,-972.8,1454.7,90,0,170,0,3,2
1974,108,3,178.1,-70.9,-61.3,1659.1,125,36,188,2,1,4
2779,336,27,57.6,-58.1,-1950.5,-15.7,152,139,92,2,1,4
3480,305,33,272.4,33.0,-908.4,-450.5,16,41,156,0,1,1
2292,357,15,71.7,-55.7,-227.0,-1346.7,4,204,23,0,0,6
2377,176,31,-143.9,-72.6,964.6,-1132.5,217,254,245,1,2,2
2331,228,13,-64.4,11.0,-1226.4,-205.2,37,91,51,3,6,2
2606,303,44,203.3,-12.4,-727.5,-313.6,186,127,232,0,2,2
2739,190,17,546.2,82.2,700.8,1684.3,196,152,227,3,3,2
2858,63,15,-215.2,-106.8,838.3,-841.1,204,135,1,0,1,6
2540,278,5,-289.6,-73.5,-931.4,858.8,184,198,207,3,2,2
2577,212,35,-37.2,57.2,-1130.9,354.5,70,42,105,0,2,2
2763,211,28,140.4,9.4,-532.6,237.2,241,127,240,2,6,2
3199,19,38,100.9,2.6,-3263.8,-2673.5,103,125,232,3,0,1
2813,118,25,-119.9,55.1,-896.7,-131.8,27,196,177,3,2,2
2965,333,37,-442.5,-24.3,-143.8,-1586.3,180,149,207,3,2,2
1861,108,41,284.7,122.1,1257.7,-260.5,234,177,73,0,0,3
2612,180,18,-259.7,-15.1,-2515.6,2562.9,173,102,204,0,5,2
2359,77,19,153.7,-10.5,2388.3,-812.5,74,34,83,2,0,4
2491,24,19,9.2,-6.4,2409.9,-1300.3,120,30,210,0,3,2
2769,331,1,-166.5,8.7,1083.4,1082.7,208,155,95,1,4,2
2807,337,44,-192.1,21.6,3703.4,-641.8,99,82,97,1,3,2
2116,302,1,34.6,44.1,-763.6,-356.3,149,131,138,2,5,5
2717,308,9,178.2,21.7,750.9,-878.5,119,182,46,1,4,2
2308,170,24,163.2,-21.2,2779.1,-1411.2,157,130,87,1,4,2
2870,131,5,138.6,-6.1,-893.8,390.9,71,189,145,3,2,2
2537,344,14,-246.0,59.7,-1413.7,264.4,190,216,42,0,3,2
3009,130,34,228.1,-31.0,-2848.1,-768.0,170,242,173,1,1,1
2724,12,41,102.3,-34.7,-919.4,1694.0,204,219,213,3,5,2
2442,228,42,-159.1,12.9,-1963.9,-282.3,174,176,187,3,4,2
2551,302,12,-177.8,-22.6,2889.8,-3064.6,65,53,69,3,6,2
2161,322,37,-215.7,4.2,1122.2,-969.5,148,102,24,3,6,2
1849,54,31,-107.0,74.1,604.0,294.9,112,7,138,2,3,3
2474,97,40,329.4,-45.3,2031.5,-1860.2,222,141,154,2,6,2
2725,247,33,201.2,-55.6,60.2,-443.6,252,89,167,1,6,2
2469,317,8,43.9,61.5,-1174.7,638.2,183,65,127,2,5,5
2870,293,35,147.6,-7.6,921.7,-15.6,162,24,192,3,6,2
2412,95,27,-70.3,75.1,-1309.5,-626.0,46,210,240,1,3,6
3043,106,6,-230.2,2.6,-134.7,-281.7,112,146,110,2,6,1
2738,112,12,-253.4,31.1,-56.4,-157.0,51,152,155,3,4,2
2574,139,29,106.0,-51.8,214.8,397.8,57,113,169,2,4,2
2709,336,28,220.9,-55.7,135.9,3382.1,192,216,252,2,4,2
2183,61,36,-274.1,-95.1,-245.1,1633.2,107,246,46,2,4,6
2324,102,29,148.7,-93.4,-1711.8,1139.7,250,89,168,3,1,2
3016,54,5,-151.7,-11.7,359.9,-1597.9,134,184,114,1,0,1
2059,274,14,-143.2,-43.6,652.9,-703.1,164,12,212,0,5,6
2533,98,28,-141.1,57.7,2225.4,627.5,209,73,75,1,0,2
2891,176,8,-44.9,-35.3,2840.0,-761.9,63,165,150,0,4,5
2398,191,9,229.4,-62.0,-67.5,-1600.6,48,130,34,3,1,2
2825,122,27,124.2,17.7,1548.6,-902.8,168,218,191,1,2,2
2666,279,15,326.8,-61.8,614.2,-252.4,170,119,253,0,2,2
2799,124,35,129.1,-63.6,1588.8,591.9,9,202,56,2,2,6
3239,196,41,-88.2,53.5,-499.4,-1618.2,80,130,56,2,2,1
2401,275,5,-376.0,7.8,3110.2,-438.1,47,81,141,3,4,2
2912,142,29,114.1,17.0,-2634.3,-751.3,143,125,221,1,0,2
3265,237,23,-248.7,49.4,-573.1,-1004.6,124,6,123,1,2,1
3150,12,7,-144.1,24.1,-1909.1,-471.5,101,167,234,1,5,1
3200,284,27,-325.8,-0.9,-855.1,631.2,154,178,107,3,6,1
2428,6,9,96.8,26.6,1009.1,-883.9,230,28,10,1,4,2
2677,198,3,-334.1,42.9,4582.1,-714.8,209,21,14,1,3,2
2187,23,25,-309.7,-63.6,-1301.1,812.7,58,184,95,3,1,2
2870,139,33,-299.3,-105.5,345.5,754.6,42,83,249,2,5,6
2166,54,39,57.1,10.2,-1555.9,982.7,158,26,131,2,5,2
2474,231,16,44.3,-108.6,78.4,-177.5,79,15,16,2,3,2
3070,236,23,303.3,-65.4,200.8,-496.3,178,242,233,0,0,1
2585,26,43,131.0,80.0,470.4,74.7,23,212,235,2,4,6
2146,273,36,133.4,47.2,1414.3,324.3,27,246,149,1,0,6
2010,61,6,21.5,43.6,-2011.7,-1799.6,207,162,39,0,6,5
2075,37,19,383.8,19.2,314.9,-378.6,190,119,71,0,2,2
2618,211,32,-43.5,-29.3,805.4,2026.2,29,20,171,0,6,2
2468,289,2,-17.8,-30.8,-250.7,-1555.4,169,38,188,0,4,5
2420,241,25,-49.0,49.3,1006.9,-1062.8,169,169,32,2,6,2
2657,75,42,346.4,33.1,-464.6,618.8,182,224,107,0,3,2
2644,16,2,29.2,49.7,-598.2,450.8,251,157,203,1,4,5
1938,352,8,259.9,44.7,-4.2,-1365.0,112,161,71,0,0,3
2888,249,24,415.2,33.1,-518.2,511.9,56,234,96,2,3,2
2323,326,43,-309.2,31.4,-499.6,192.7,181,170,160,3,1,2
3232,224,4,-190.9,-18.7,1867.8,908.2,146,105,216,3,5,7
2774,248,9,-97.6,-5.5,-2518.2,1400.1,82,149,81,0,0,2
2238,216,11,71.7,-19.1,1686.3,717.1,89,12,75,2,0,4
2625,301,8,-93.7,-51.0,1560.5,-1573.2,191,217,136,3,2,2
2982,313,23,79.5,-75.3,1285.2,-930.8,31,25,141,2,5,2
2360,158,27,205.1,-2.0,-1658.6,1360.6,225,1,29,1,6,6
2777,78,13,22.8,-19.0,-238.8,-301.6,162,199,154,2,0,4
2366,313,32,15.4,-6.5,2128.5,-768.2,120,219,132,2,0,4
2524,22,5,-15.9,38.0,562.2,293.9,137,137,191,3,5,5
2539,271,14,82.6,64.4,-1418.0,1303.0,76,124,230,3,2,2
2292,169,2,-274.1,-78.9,-1930.1,268.6,187,100,44,0,0,2
2561,11,5,-43.5,93.5,-729.9,-1428.6,189,202,69,1,5,2
2930,291,25,-133.3,-85.6,-1687.7,-344.5,39,70,100,2,0,4
2413,102,26,-156.3,-28.3,-1640.7,-974.6,234,76,207,2,2,2
2460,284,2,-93.1,-17.9,855.4,-889.2,214,214,222,2,3,2
1866,150,22,92.2,-8.6,-2336.8,1343.7,28,180,216,0,5,6
2734,70,13,-160.6,93.6,-1849.7,338.3,249,33,62,0,0,6
2252,234,40,-122.8,57.2,-1258.7,424.3,246,192,28,2,5,6
1825,157,27,112.6,-13.9,-587.0,3335.1,94,122,96,1,6,3
1825,227,16,80.8,71.8,-1133.1,394.9,190,11,67,1,3,3
2132,308,43,74.0,-11.5,-2353.4,216.4,177,218,41,3,1,2
1926,18,43,152.7,63.5,-439.8,-461.4,95,132,140,1,1,3
3065,224,23,239.6,-19.4,2204.9,-499.6,211,82,163,0,6,1
3013,176,28,-129.9,51.5,-3121.9,-1322.6,121,236,25,0,5,6
2484,284,24,-156.8,-24.2,99.4,-385.0,67,67,156,2,0,4
2815,175,14,-105.6,28.2,1137.6,1373.0,199,126,203,0,6,2
2616,68,34,-69.4,-23.2,-2822.3,334.6,62,226,201,0,3,2
2221,140,13,-417.0,56.9,996.0,762.8,175,172,150,3,2,2
2816,131,38,335.9,83.1,-335.6,128.1,181,63,174,1,4,2
2626,187,2,-13.7,-5.7,1656.2,892.9,156,249,241,3,5,5
2201,10,5,263.2,57.1,416.2,-1423.2,143,200,152,0,6,2
2818,249,25,-115.6,85.2,-457.3,41.3,197,81,215,1,5,2
2705,149,9,-174.0,-61.0,891.4,2894.5,129,59,160,0,6,2
2439,163,11,125.1,-6.9,1335.5,-206.3,131,226,24,1,3,6
3334,235,9,120.5,73.8,587.2,-838.7,44,111,98,0,3,1
2515,147,40,-145.0,5.7,-782.0,944.1,95,54,82,2,4,2
2343,202,2,171.6,14.7,1700.3,618.6,173,232,148,2,1,4
1930,253,26,314.4,-64.5,-1274.4,-505.2,102,187,22,1,6,3
2056,176,17,63.1,49.0,1172.3,-246.3,171,155,240,0,0,2
2258,326,38,240.0,-32.5,330.2,289.8,248,176,7,0,3,6
2555,322,16,-477.9,97.6,453.8,-766.2,127,43,64,2,6,2
3082,229,33,215.7,31.5,-305.0,-1009.6,133,92,216,1,1,1
2699,231,38,135.5,-63.0,-813.0,-1468.8,136,253,1,0,5,6
2293,190,18,-61.6,71.2,884.1,-293.1,80,78,215,3,5,2
2218,221,6,-133.1,-24.8,-355.3,709.3,86,171,30,0,3,2
2423,16,3,191.6,59.1,894.6,-117.3,15,191,156,1,3,2
2679,359,19,-264.5,-31.8,345.0,247.9,169,18,136,3,4,2
2629,309,40,0.5,92.6,-1146.0,-8.1,211,177,63,2,1,4
3278,88,22,100.6,-18.6,-1036.6,-101.8,128,41,87,0,2,1
2595,54,41,126.5,54.5,2320.8,490.4,232,55,230,1,2,6
2111,209,6,-138.6,-48.1,-1633.1,761.1,218,190,194,1,2,2
2303,37,12,200.8,-19.4,502.5,-170.5,16,164,253,2,2,6
2682,278,7,183.1,2.3,-136.5,261.3,193,231,77,3,3,2
2477,136,2,301.1,-42.3,-4656.8,-181.1,134,0,254,3,0,2
2166,294,7,-99.2,11.4,-1746.4,-122.6,204,14,79,0,0,2
3075,353,15,-351.0,-17.7,-142.9,-987.9,176,121,95,2,3,1
1968,99,16,-318.9,-32.6,456.5,693.3,231,3,23,2,5,6
2384,151,18,-204.8,-1.7,-1274.8,-1090.3,88,147,182,3,6,2
2556,287,39,67.4,-63.5,-1630.3,285.5,152,77,157,0,1,2
2818,36,10,-126.4,19.0,-1579.4,82.9,30,22,139,3,0,2
2725,220,5,172.5,2.3,-990.1,-24.1,91,226,238,3,6,2
2585,6,4,-498.9,29.0,-1190.6,-597.9,54,54,19,3,1,2
2930,284,30,-299.9,-49.3,2455.2,-438.7,171,210,14,0,4,6
2915,200,42,263.4,-3.5,1737.4,-77.1,174,120,124,0,1,2
1620,172,1,75.9,16.2,-453.4,395.0,60,79,42,3,5,3
2274,89,5,3.9,14.3,532.7,1118.7,48,85,156,1,4,5
2861,276,15,194.5,56.1,742.6,-199.9,158,146,154,2,1,4
2192,340,19,226.3,-52.9,-511.6,-131.9,197,246,215,2,6,2
2083,129,18,142.8,20.4,-751.4,1529.5,2,189,139,2,2,2
2533,359,17,263.7,38.2,-449.8,341.9,254,32,186,0,5,6
2504,100,2,-167.7,-9.1,-3486.3,949.9,179,9,10,0,3,2
2759,88,44,122.7,-12.1,-639.5,307.9,163,146,47,2,2,2
2916,50,36,227.5,-56.2,-1360.8,327.7,195,197,153,1,6,2
2285,318,25,96.0,69.1,-2969.7,1369.0,128,128,69,3,3,2
2213,156,0,165.7,-25.0,537.2,1035.2,184,14,66,3,1,2
2299,321,9,-88.5,-64.9,-1587.9,-1383.9,220,225,41,1,0,2
3131,71,40,-469.0,-112.7,125.0,-2514.9,210,70,162,1,6,1
2154,353,7,-24.4,57.4,1223.9,2154.1,146,31,101,0,6,5
2583,284,30,396.2,16.1,220.1,167.0,147,87,117,2,4,2
2724,97,21,275.0,24.4,-853.1,70.2,111,74,194,2,5,2
2178,260,29,339.0,66.6,163.3,827.1,92,21,77,3,3,2
2623,185,42,155.2,68.7,1413.0,747.4,139,35,78,0,0,2
2811,40,34,-203.5,38.6,2349.3,489.7,235,203,64,0,1,2
2441,195,15,255.9,-8.5,-716.3,-245.7,139,109,64,1,6,2
2468,158,40,-475.7,-3.4,-2500.5,-456.8,202,224,125,0,5,2
2627,23,19,17.7,-17.4,332.3,816.4,215,69,165,3,3,2
2382,185,20,-99.8,-7.4,682.5,-193.1,73,145,39,1,1,2
2734,359,43,-236.8,1.5,969.5,275.1,47,237,141,1,2,2
2984,312,15,-193.0,-27.3,-620.6,560.8,103,71,82,2,6,2
2492,60,19,-93.1,-2.3,764.6,364.7,184,95,18,1,4,2
2891,359,23,-190.9,43.6,-2795.6,1074.5,126,61,168,2,2,2
